MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country,BudgetUSD,Global_BoxOfficeUSD,IMDbRating,NumVotesIMDb,Director,LeadActor
83660,Paradise Lost 3: Purgatory,Documentary,2011.0,2011-10-10,United States of America,,,7.6,44,,
227970,Men Are From Mars... And That’s Where I’m Going!,Comedy,2014.0,2014-05-02,Brazil,,,6.7,30,,
76,Before Sunrise,Drama,1995.0,1995-01-27,Austria,2500000.0,5535405.0,7.7,984,,
3056,Frankenstein,TV Movie,2004.0,2004-10-09,United States of America,,,4.6,10,,
47501,Six Ways to Sunday,Comedy,1997.0,1997-09-01,United States of America,,,6.1,6,,
20606,Doghouse,Comedy,2009.0,2009-06-11,United Kingdom,,,6.0,117,,
116811,Berberian Sound Studio,Horror,2012.0,2012-08-30,Germany,,,6.1,107,,
11600,Redacted,Drama,2007.0,2007-01-01,United States of America,5000000.0,782102.0,6.2,37,,
44900,Bailey's Billion$,Family,2005.0,2005-08-05,United States,9000000.0,,4.0,5,,
171587,Whatcha Wearin'?,Romance,2012.0,2012-12-05,South Korea,,,6.8,26,,
27645,200 Motels,Fantasy,1971.0,1971-11-10,United States of America,679000.0,,5.5,5,,
81436,The Legend of Bigfoot,Documentary,1976.0,1976-01-01,United States of America,,,3.3,3,,
11322,Public Enemies,History,2009.0,2009-07-01,United States of America,80000000.0,214104620.0,6.5,1371,,
252637,Time in the Minors,Documentary,2010.0,2010-11-01,United States of America,,,0.0,0,,
287524,Fear Clinic,Horror,2014.0,2014-10-31,United States of America,1.0,,4.0,42,,
286805,Dark Dungeons,Drama,2014.0,2014-08-15,United States of America,1000.0,,1.0,1,,
21947,A.P.E.X.,Science Fiction,1994.0,1994-02-01,United States of America,,49601.0,5.0,8,,
279006,Kent State,,1981.0,1981-02-08,United States,,,5.0,1,,
299969,"Marvel: 75 Years, From Pulp to Pop!",Documentary,2014.0,2014-11-04,United States of America,,,7.7,22,,
40856,That Evening Sun,Drama,2009.0,2009-11-06,United States,,,6.7,15,,
138535,11 x 14,Documentary,1977.0,1977-04-16,United States of America,,,7.0,1,James Benning,
60243,A Separation,Drama,2011.0,2011-03-15,Iran,800000.0,,7.8,474,,
124091,The Legend of Kaspar Hauser,Comedy,2012.0,2012-01-30,Italy,,,6.9,10, Davide Manuli,
661,The Marriage of Maria Braun,War,1979.0,1979-02-20,Germany,,,7.1,39,,
41816,Everybody Wins,Drama,1990.0,1990-01-19,United Kingdom,,,4.1,7,Karel Reisz,
47817,1969,Drama,1988.0,1988-08-18,United States of America,,5979011.0,5.5,21,,
174712,Coo of The Far Seas,,1993.0,1993-12-19,Japan,,,6.0,1,,
80582,Dying To Have Known,Documentary,2006.0,2006-05-05,United States of America,,,7.0,2,,
18410,Project X,Drama,1987.0,1987-04-17,United States of America,18000000.0,18532286.0,6.2,77,,
114370,Fist of the North Star: Legend of Yuria,Action,2007.0,2007-02-23,Japan,,,5.3,5,,
18773,Doppelganger,Horror,1993.0,1993-03-01,United States of America,,,4.4,19,,
291817,Seymour: An Introduction,Documentary,2015.0,2015-03-13,United States,,,6.4,9,Ethan Hawke,
51765,Dead Man's Walk,Western,1996.0,1996-05-12,United States of America,,,6.3,3,,F. Murray Abraham
252,Willy Wonka & the Chocolate Factory,Family,1971.0,1971-06-29,United States of America,3000000.0,4000000.0,7.4,826,,
391004,His Girlfriend,Drama,2015.0,2015-10-17,Japan,,,6.0,1,,
91548,Ring of Fire II: Blood and Steel,Drama,1993.0,1993-03-17,United States of America,,,5.0,5,,
142973,Dating Games People Play,,2008.0,2008-02-12,United States,,,0.0,0,,
66945,Love's Kitchen,Drama,2011.0,2011-06-07,United Kingdom,,,4.8,20,,
421550,Payback: Straight Up,Action,2006.0,2006-10-21,United States of America,90000000.0,,6.8,25,,
139519,Magic Magic,Thriller,2013.0,2013-07-26,United States of America,,,5.2,79,,
132137,Werewolf: The Beast Among Us,Drama,2012.0,2012-10-09,United States of America,5000000.0,,5.3,57,,
180863,T2 Trainspotting,Crime,2017.0,2017-01-27,United Kingdom,18000000.0,41412709.0,7.1,795,,
44381,Napoleon,Adventure,1995.0,1995-10-10,Australia,,,5.5,15,,
60592,The Importance of Tying Your Own Shoes,Drama,2011.0,2011-03-18,Sweden,950000.0,,5.9,13,,
39008,The Year of the Hare,Comedy,1977.0,1977-12-23,Finland,,,7.4,4,,
167221,Long Live Freedom,Drama,2013.0,2013-02-13,Italy,5000000.0,48125.0,7.2,42,,
114953,Lolly-Madonna XXX,Drama,1973.0,1973-02-21,United States of America,,,7.0,1,,
50730,Winky's Horse,Family,2005.0,2005-11-01,nl,,,6.3,11,,
240581,Best in Bed,Comedy,2014.0,2014-01-15,France,,,5.0,22,,
413764,Playground,Thriller,2016.0,2016-09-19,Poland,,,6.0,2,,
399615,White Coffin,Thriller,2016.0,2016-07-21,Argentina,,,5.4,9,,
33130,Gewoon Hans,Foreign,2009.0,2009-12-30,Netherlands,,,7.0,1,Diederik Ebbinge,Hans Teeuwen
19601,Bent,Drama,1997.0,1997-11-26,United Kingdom,,,6.3,34,,
211231,Jonny Quest Vs. The Cyber Insects,Action,1995.0,1995-11-19,United States of America,,,0.0,0,,
29627,Defence of the Realm,Action,1986.0,1986-09-06,United Kingdom,,750000.0,6.8,10,,
42488,The New Land,Drama,1972.0,1972-01-01,Sweden,,,6.9,21,,
321644,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,Documentary,2014.0,2014-10-16,United States of America,750000.0,,7.0,1,,
21141,Simon Says,Horror,2006.0,2006-01-01,United States of America,,,5.2,24,William Dear,
12124,The Journey,Drama,1992.0,1992-04-30,Argentina,,,4.3,6,,
24235,Champion,Documentary,2005.0,2005-03-12,United States,,,6.2,6,,
52660,Cast a Deadly Spell,Comedy,1991.0,1991-01-01,United States of America,,,6.4,16,,
69727,Final Justice,Action,1988.0,1988-06-23,Hong Kong,,,4.4,4,,
41787,Defenseless,Thriller,1991.0,1991-08-23,United States of America,,,5.7,3,,
50767,American Cyborg: Steel Warrior,Action,1994.0,1994-01-07,United States of America,,447784.0,4.9,8,,
260372,Bermuda Tentacles,Science Fiction,2014.0,2014-04-04,United States of America,,,3.4,19,,
25757,Comic Book: The Movie,Action,2004.0,2004-01-27,United States,,,6.0,2,Mark Hamill,
32159,Bloody Tie,Drama,2006.0,2006-01-01,South Korea,,,6.2,13,,
140527,Glitterbug,Music,1994.0,1994-03-05,United Kingdom,,,8.0,3,,
11837,Watership Down,Adventure,1978.0,1978-10-14,United Kingdom,1000000.0,3713768.0,7.3,159,,
19672,Rock On!!,Drama,2008.0,2008-08-29,India,,,7.1,26,,
70779,The American Nightmare,Documentary,2000.0,2000-09-11,United States,,,6.1,8,,
47140,Midnight,Drama,1998.0,1998-01-01,Brazil,,,0.0,0,,
19955,I Do,Comedy,2006.0,2006-11-01,France,,,6.4,80,,
124074,Mea Maxima Culpa: Silence in the House of God,Documentary,2012.0,2012-11-16,United States of America,,,7.6,23,,
73408,Drive-In Horrorshow,Horror,2009.0,2009-01-01,United States,,,5.0,3,,
381505,The Identity Theft of Mitch Mustain,Documentary,2013.0,2013-05-18,United States,,,7.3,3,,
11659,The Best of Youth,Drama,2003.0,2003-05-19,Italy,,,8.0,88,,
58189,Perdiamoci di vista!,,1994.0,1994-01-01,Italy,,,6.3,11,Carlo Verdone,Carlo Verdone
19900,Weather Girl,Action,2009.0,2009-07-10,United States,,,5.6,23,Blayne Weaver,
62931,Afro Samurai,Animation,2007.0,2007-01-04,Japan,,,7.3,63,,
238399,Bill Cosby: Far From Finished,Comedy,2013.0,2013-11-23,United States of America,,,7.4,7,,
133521,Shameless,Drama,2012.0,2012-07-20,Poland,,,5.2,9,,
91292,Black Pond,Comedy,2011.0,2011-11-11,United States,,,5.3,7,,
282376,Corn Island,Drama,2014.0,2014-09-17,Switzerland,,,7.6,16,,
132518,Yes or No 2,,2012.0,2012-08-16,Thailand,,,6.5,10,,
10386,The Iron Giant,Adventure,1999.0,1999-08-06,United States of America,70000000.0,23159305.0,7.6,1470,,
65707,Duelle,Drama,1976.0,1976-09-15,France,,,7.6,11,,
297677,The Effect of Love,Drama,2007.0,2007-08-16,Argentina,,,4.0,2,Eliseo Subiela,
72460,Harry in Your Pocket,Comedy,1973.0,1973-09-23,United States of America,,,6.1,8,,
2756,The Abyss,Adventure,1989.0,1989-08-09,United States of America,70000000.0,90000098.0,7.1,822,,
295045,Little Ninjas,Action,1990.0,1990-08-17,United States of America,,,4.0,1,,
18311,Days of Being Wild,Crime,1990.0,1990-12-15,Hong Kong,,141864.0,7.3,85,Wong Kar-wai,
448448,Get Me Roger Stone,Documentary,2017.0,2017-04-23,United States of America,,,7.3,19,,
185471,Battle of the Damned,Action,2013.0,2013-07-25,United States of America,8000000.0,,4.8,46,,
101325,The Forger,Drama,2011.0,2011-03-09,United States of America,,,6.0,40,,
268771,Superheroes: A Never-Ending Battle,Documentary,2013.0,2013-10-08,United States,,,8.0,2,,
19496,Salem Witch Trials,Drama,2002.0,2002-01-01,Canada,,,6.5,9,,
13470,Bury My Heart At Wounded Knee,TV Movie,2007.0,2007-05-27,United States of America,,,6.0,33,,
412363,The Wedding Plan,Comedy,2017.0,2017-05-12,Israel,,,6.0,6,,
407575,Rosa Chumbe,Drama,2015.0,2015-08-08,Peru,,,0.0,0,,
450945,I Am Heath Ledger,Documentary,2017.0,2017-04-23,United States,,,7.5,26,,
21871,Tank,Action,1984.0,1984-03-16,United States of America,,14134877.0,5.8,23,,
285176,Out of Nature,Comedy,2014.0,2014-09-19,Norway,950000.0,,7.1,9,,
19958,The Year My Voice Broke,Drama,1987.0,1987-01-01,Australia,,,7.3,10,,
10471,Next Friday,Comedy,2000.0,2000-01-12,United States of America,11000000.0,59827328.0,6.5,145,,
13955,Beethoven's Big Break,Comedy,2008.0,2008-12-26,United States of America,,,4.3,26,,
74128,Three Miles North of Molkom,Documentary,2008.0,2008-04-18,United States,,,6.0,3,,
17935,Iron & Blood: The Legend of Taras Bulba,Drama,2009.0,2009-04-02,Russia,25000000.0,16815892.0,5.0,14,,
450875,LA 92,Documentary,2017.0,2017-04-28,United States of America,,,8.8,3,,
16422,The Caller,Drama,2008.0,2008-09-26,United States of America,,,5.6,5,,
10749,Sophiiiie!,Drama,2003.0,2003-02-28,Germany,,,6.0,1,,
210408,Aşk Kırmızı,Drama,2013.0,2013-03-15,United States,,,5.3,3,,
77067,DeadHeads,Adventure,2011.0,2011-04-29,United States of America,,,5.0,48,,
58207,If Tomorrow Comes,Crime,1986.0,1986-03-16,United States of America,,,6.5,6,,
448879,Приключения Домовёнка,Animation,1986.0,1986-03-25,Russia,,,9.0,1,,
47816,3 Strikes,Action,2000.0,2000-03-01,United States of America,6000000.0,9000000.0,5.9,15,DJ Pooh,
41966,Pin,Horror,1988.0,1988-11-25,Canada,,,6.6,31,,
291328,Rules Don't Apply,Comedy,2016.0,2016-11-23,United States of America,25000000.0,3885342.0,5.9,103,,
1878,Fear and Loathing in Las Vegas,Adventure,1998.0,1998-05-22,United States of America,18500000.0,10680275.0,7.2,1321,,
364902,The Dresser,Drama,2015.0,2015-10-31,United Kingdom,,,6.8,19,Richard Eyre,
150689,Cinderella,Romance,2015.0,2015-03-12,United Kingdom,95000000.0,543514353.0,6.7,2426,,
100540,The Kill Hole,Action,2012.0,2012-08-28,United States of America,300000.0,,4.9,4,,
40946,Fixing Frank,Drama,2002.0,2002-01-01,United States,,,6.0,2,,
2124,Color of Night,Drama,1994.0,1994-08-19,United States of America,40000000.0,19726050.0,5.4,117,,
26263,Death Wish 4: The Crackdown,Thriller,1987.0,1987-06-11,United States of America,,,5.6,51,,
22177,Autumn,Drama,2009.0,2009-01-01,Canada,,,3.0,13,,
86234,The Amulet of Ogum,Drama,1974.0,1974-05-21,Brazil,,,4.0,2,,
109453,Mothers and Daughters,Drama,2016.0,2016-05-06,United States of America,,,5.1,34,,
55846,Blitz,Crime,2011.0,2011-05-20,United Kingdom,15774948.0,741875.0,6.0,496,,
78228,I Am,Drama,2005.0,2005-11-04,United States,,,7.8,5,,
20713,Farewell to the King,War,1989.0,1989-03-03,United States of America,16000000.0,2420917.0,5.9,23,,
24574,Steel Toes,Crime,2006.0,2006-01-01,Canada,,,4.3,3,,
176182,The Human Scale,Documentary,2013.0,2013-02-20,Denmark,,,5.4,5,,
5546,Dead Weekend,Comedy,1995.0,1995-10-08,United States of America,,,2.0,1,,
47363,Deathstalker IV: Match of Titans,Action,1991.0,1991-07-13,United States of America,,,1.7,3,,
26566,Father and Guns,Action,2009.0,2009-07-08,Canada,,,6.1,11,,
352490,This Beautiful Fantastic,Comedy,2016.0,2016-10-20,United Kingdom,,,7.3,41,,
136087,The Giant King,Science Fiction,2012.0,2012-10-04,Thailand,,,4.8,4,,
5471,Beowulf & Grendel,Action,2005.0,2005-09-14,Australia,,92076.0,6.1,62,,
58547,10 Years,Comedy,2011.0,2011-09-12,United States of America,,201146.0,5.7,161,,
19946,A Man Called Blade,Western,1977.0,1977-08-13,Italy,,,7.0,5,,
44645,Bruce Lee: The Legend,Documentary,1984.0,1984-01-01,Hong Kong,,,8.9,19,,
36736,The Drawn Together Movie: The Movie!,Animation,2010.0,2010-04-20,United States of America,,,6.4,39,,
56448,Stalin,Drama,1992.0,1992-11-21,Russia,,,5.3,17,Ivan Passer,Robert Duvall
33370,Done the Impossible,Documentary,2006.0,2006-07-28,United States of America,,,6.8,7,,
14923,Run Ronnie Run,Comedy,2002.0,2002-09-16,United States of America,,,5.7,24,,
11846,Father of the Bride,Comedy,1991.0,1991-12-20,United States of America,,89325780.0,6.2,355,,
7979,The Kite Runner,Drama,2007.0,2007-10-14,China,20000000.0,73276047.0,7.3,405,,
73953,AmericanEast,Drama,2008.0,2008-11-14,United States,,,6.1,4,,
91563,Black Sun,Documentary,2005.0,2005-09-12,United Kingdom,,,8.3,3,,
173865,Esa ja Vesa – auringonlaskun ratsastajat,,1994.0,1994-11-10,Finland,3120375.0,,6.5,6,,
126862,Dead Europe,Drama,2012.0,2012-06-14,Australia,,,5.5,5,,
12605,Katze im Sack,Drama,2005.0,2005-01-20,Germany,,,0.0,0,,
13488,Katt Williams: It's Pimpin Pimpin,Comedy,2008.0,2008-11-11,United States,,,6.4,5,,
13171,The Ex,Comedy,2006.0,2006-12-01,United States of America,,3091922.0,5.0,64,,
23023,Tooth Fairy,Comedy,2010.0,2010-01-14,Canada,48000000.0,112462508.0,5.2,500,,
110390,A Pigeon Sat on a Branch Reflecting on Existence,Drama,2014.0,2014-10-24,Sweden,,,6.6,107,,
46986,Flirt,Drama,1995.0,1995-09-14,Germany,,,7.5,4,,
20478,Normal Adolescent Behavior,Romance,2007.0,2007-04-27,United States of America,,,4.9,7,,
27396,Brannigan,Action,1975.0,1975-03-21,United Kingdom,,,5.1,21,,
67899,Thick as Thieves,Drama,1999.0,1999-04-09,United States,,,5.3,12,,
52072,Clouds of May,Comedy,1999.0,1999-12-10,Turkey,,,6.8,5,Nuri Bilge Ceylan,
128169,Sideways,Foreign,2009.0,2009-10-31,Japan,,,4.0,1,,
760,The Mad Adventures of Rabbi Jacob,Comedy,1973.0,1973-10-17,Italy,,,7.1,183,,
250624,Jay Mohr: Funny for a Girl,Comedy,2012.0,2012-09-08,United States of America,,,5.0,1,Scott L. Montoya,Jay Mohr
54384,Our Beloved Month of August,Music,2008.0,2008-08-21,Portugal,,,7.0,8,,
13688,CJ7,Comedy,2008.0,2008-01-30,Hong Kong,,47301471.0,6.1,110,,
317182,Doctor Who: Last Christmas,Science Fiction,2014.0,2014-12-25,United Kingdom,,,7.9,86,,
15363,Something New,Comedy,2006.0,2006-01-29,United States of America,,11400000.0,6.2,49,,
47291,Chicken and Duck Talk,Comedy,1988.0,1988-07-14,Hong Kong,,,7.0,6,,
17274,American Pastime,Drama,2007.0,2007-05-14,United States of America,,,8.3,2,,
153102,12 Days of Terror,Drama,2005.0,2005-07-05,United States,,,5.2,10,,
383121,Kindergarten Cop 2,Action,2016.0,2016-05-17,United States of America,,,4.6,63,,
32595,Howling III: The Marsupials,Horror,1987.0,1987-01-01,Australia,,,4.1,30,,
2013,The Diving Bell and the Butterfly,Drama,2007.0,2007-05-22,France,14000000.0,19777647.0,7.5,290,,
157559,Ah Nerede,,1975.0,1975-11-19,tr,,,8.0,3,,
243938,Hot Tub Time Machine 2,Comedy,2015.0,2015-02-20,United States of America,14000000.0,12314651.0,5.0,360,,
11637,Are We There Yet?,Adventure,2005.0,2005-01-20,United States of America,32000000.0,97918663.0,5.2,227,,
32511,"Police, Adjective",Drama,2009.0,2009-05-15,Romania,1089360.0,48298.0,6.1,14,,
9922,The Postman,Drama,1997.0,1997-12-25,United States of America,80000000.0,17626234.0,6.1,306,,
140149,Season's Greetings,Comedy,1996.0,1996-10-31,United States,,,6.1,7,Michael Dougherty,
14191,Aquamarine,Fantasy,2006.0,2006-03-03,Australia,12000000.0,23006849.0,5.8,372,,
110643,Mass Appeal,Drama,1984.0,1984-12-14,United States,,,7.5,3,,
67,Paradise Now,Thriller,2005.0,2005-02-14,Palestinian Territory,,3357075.0,6.9,63,,
47116,The Winner,Drama,1979.0,1979-03-09,United States,,,0.0,0,,
86283,Snapshot,Thriller,1979.0,1979-06-01,Australia,,,5.5,2,,
438283,Chapter & Verse,Drama,2016.0,2016-06-12,United States of America,4000000.0,,7.0,1,,
84586,Relax... It's Just Sex,Comedy,1998.0,1998-06-26,United States,,,3.7,3,,
68297,Hiroshima,Documentary,2005.0,2005-08-05,United Kingdom,,,6.2,13,,
143928,Hellgate,Horror,2011.0,2011-11-05,Thailand,5000000.0,,4.8,10,,
691,The Spy Who Loved Me,Adventure,1977.0,1977-07-07,United Kingdom,14000000.0,185438673.0,6.6,515,,
77670,Kansas,Drama,1988.0,1988-09-23,United States of America,,,3.3,4,,
197725,John Henry,Animation,2000.0,2000-05-27,United States of America,,,7.1,18,,
305642,Ithaca,Drama,2015.0,2015-10-29,United States of America,5000000.0,,5.7,22,,
180850,Lucky Bastard,Thriller,2014.0,2014-02-14,United States of America,,,3.8,12,,
18597,Jimmy Carr: Live,Comedy,2004.0,2004-11-08,United Kingdom,,,7.3,8,,
114377,The Ventriloquist,,2012.0,2012-06-02,United States of America,,,5.8,4,,
11625,Asterix and the Big Fight,Family,1989.0,1989-10-03,France,,,6.5,128,,
265563,The Mystery of Happiness,Comedy,2014.0,2014-01-16,Argentina,,,6.3,5,,
24749,Iceman,Science Fiction,1984.0,1984-04-13,United States of America,,,5.9,32,,
118098,Madame Sousatzka,Drama,1988.0,1988-10-14,United Kingdom,,,5.4,7,,
340856,Seinfeld: How It Began,Documentary,2004.0,2004-11-23,United States,,,9.0,1,,Larry David
80410,In the Name of the King 2: Two Worlds,Adventure,2011.0,2011-11-03,Germany,4500000.0,,4.1,42,,
342657,The Silenced,Horror,2015.0,2015-06-18,South Korea,,,5.7,40,Lee Hae-young,Park Bo-young
52961,That's Life!,Comedy,1986.0,1986-10-10,United States of America,,,4.7,3,,
28498,Theatre of Blood,Comedy,1973.0,1973-03-15,United Kingdom,,,6.7,43,,
53174,Kokowaah,Comedy,2011.0,2011-02-02,Germany,5650000.0,43000000.0,6.4,103,,
46871,Eve and the Fire Horse,Drama,2005.0,2005-09-09,Canada,1500000.0,,7.0,2,,
23047,Season of the Witch,Adventure,2011.0,2011-01-07,United States of America,40000000.0,88100000.0,5.2,756,,
35703,Holiday in the Sun,Action,2001.0,2001-11-10,United States of America,,,5.1,35,,
101652,Erotic Games in the Third Galaxy,Science Fiction,1981.0,1981-02-12,Italy,,,3.0,3,,
3396,The Yes Men,Comedy,2003.0,2003-09-07,United States of America,,,7.0,28,,
333344,Dirty Weekend,Drama,2015.0,2015-09-04,United States of America,,,5.2,30,,
323132,Altar of Fire,Documentary,1976.0,1976-01-01,United States,,,0.0,0,Robert Gardner,
36571,The Dirty Dozen: Next Mission,Action,1985.0,1985-02-04,United States of America,,,3.9,11,,
58770,The Trigger Effect,Drama,1996.0,1996-08-30,United States of America,8000000.0,,6.6,18,,
75802,Hysteria,Comedy,2011.0,2011-06-06,Luxembourg,,9504139.0,6.6,262,,
82520,Return,Drama,2011.0,2011-05-14,United States of America,,,6.5,6,,
44664,Reckless Kelly,Comedy,1994.0,1994-05-04,United States of America,,,4.3,6,,
59122,Peluca,Comedy,2003.0,2003-01-20,United States of America,,,7.0,4,Jared Hess,Jon Heder
130993,Future My Love,Documentary,2012.0,2012-06-21,United Kingdom,,,2.8,4,,
388440,The Curse of Sleeping Beauty,Fantasy,2016.0,2016-05-05,United States of America,,,4.0,46,,
284286,Learning to Drive,Comedy,2014.0,2014-08-21,United States of America,,3447633.0,6.1,79,,
294826,The Runner from Ravenshead,Family,2010.0,2010-07-23,United States of America,,,0.0,0,,
4203,Women on the Verge of a Nervous Breakdown,Comedy,1988.0,1988-03-14,Spain,700000.0,7179298.0,7.6,149,,
59199,World Traveler,Drama,2002.0,2002-01-17,United States of America,,,5.0,3,,
35237,Suicide Killers,Documentary,2006.0,2006-08-27,United States,,,7.0,1,,
8948,The Pearl Color,Drama,2009.0,2009-01-08,Germany,,,8.5,2,,
118439,The Gambler Returns: The Luck Of The Draw,Western,1991.0,1991-11-03,United States,,,3.0,2,,
418787,Gatekeeper,Documentary,2016.0,2016-09-25,Canada,,,0.0,0,,
319993,Aferim!,Drama,2015.0,2015-01-22,Romania,1379375.0,105097.0,7.5,28,,
20342,Secret,Fantasy,2007.0,2007-07-27,Hong Kong,,,7.6,58,,
39793,First Love,,2000.0,2000-04-01,Japan,,,6.5,3,,
271826,An Eye for Beauty,Drama,2014.0,2014-05-15,Canada,,40000.0,2.9,54,,
47095,House of Cards,Drama,1993.0,1993-06-25,Italy,,,6.7,17,,
362151,Nuoruuteni savotat,Drama,1988.0,1988-11-18,Finland,,,6.0,1,,
47813,Waking Sleeping Beauty,Documentary,2009.0,2009-09-05,United States of America,,80.0,7.4,22,,
333669,Bastille Day,Action,2016.0,2016-04-22,Luxembourg,20000000.0,14397593.0,6.0,378,,
115626,Stuck in the Suburbs,Comedy,2004.0,2004-07-16,United States,,,5.2,40,,
10858,Nixon,History,1995.0,1995-12-22,United States of America,44000000.0,13681765.0,7.1,72,,
328480,Kept Woman,Thriller,2015.0,2015-02-28,United States,,,6.2,20,,
128140,No Place on Earth,Documentary,2012.0,2012-09-10,United States,,,7.5,10,,
28855,The Return of Count Yorga,Horror,1971.0,1971-08-18,United States of America,,,5.1,8,,
278,The Shawshank Redemption,Drama,1994.0,1994-09-23,United States of America,25000000.0,28341469.0,8.5,8358,,
12839,The Curiosity of Chance,Comedy,2006.0,2006-10-21,Belgium,,,5.8,15,,
23717,In the Name of God,Drama,2007.0,2007-07-29,Pakistan,,,6.1,7,,
362430,Night of the Wild,Horror,2015.0,2015-10-03,United States of America,,,3.5,12,,
9051,10,Comedy,1979.0,1979-10-04,United States of America,,74865517.0,5.4,69,,
5424,The Grim Reaper,Horror,1980.0,1980-08-07,Italy,,,5.2,30,,
214215,Friends from France,Drama,2013.0,2013-11-27,France,,,6.3,3,,
43911,A Letter from Death Row,Drama,1998.0,1998-11-17,United States,,,2.0,1,Bret Michaels,
29293,House of the Dead 2,TV Movie,2005.0,2005-10-14,United States of America,6000000.0,,4.0,29,,
1735,The Mummy: Tomb of the Dragon Emperor,Adventure,2008.0,2008-07-01,Germany,145000000.0,401128639.0,5.2,1418,,
61280,The Turning Point,Drama,1977.0,1977-11-14,United States of America,,,6.0,16,,
24926,Winnie the Pooh and a Day for Eeyore,Animation,1983.0,1983-01-01,United States of America,,12000000.0,5.9,9,,
9821,The Mighty,Comedy,1998.0,1998-10-23,United States of America,,,7.1,51,,
77519,The Libertine,History,2000.0,2000-03-15,France,,,6.4,4,,
19698,Porky's II: The Next Day,Comedy,1983.0,1983-06-24,Canada,6500000.0,33759266.0,5.2,61,,
369054,Christmas Land,Family,2015.0,2015-12-20,United States,,,6.7,11,,
82473,Askari,,2001.0,2001-12-01,United States,,,0.0,0,,
18387,Big Wednesday,Drama,1978.0,1978-05-26,United States of America,11000000.0,,6.8,47,,
383743,Before the Streets,Drama,2016.0,2016-02-18,Canada,,,4.0,2,,
63310,Bullhead,Crime,2011.0,2011-02-02,Belgium,2000000.0,,7.4,106,,
58767,Sniper: Reloaded,War,2011.0,2011-04-26,South Africa,,,5.2,43,,
52589,Tokyo Tower,Drama,2005.0,2005-01-15,Japan,,,5.6,4,,
30675,Planet Hulk,Animation,2010.0,2010-02-02,United States of America,,7000000.0,6.7,108,,
108762,Life for Sale,,2011.0,2011-10-21,Finland,,,7.2,5,,
321109,Bitter Lake,Documentary,2015.0,2015-01-24,United Kingdom,,,8.0,30,,
253266,Print the Legend,Documentary,2014.0,2014-03-09,United States of America,,,7.1,17,,
39440,Waiting for 'Superman',Documentary,2010.0,2010-09-24,United States of America,,,6.9,45,Davis Guggenheim,
351242,The Intervention,Comedy,2016.0,2016-08-26,United States of America,,,6.1,38,,
198661,Metello,,1970.0,1970-06-02,United States,,,4.5,4,,
50295,Crack House,Action,1989.0,1989-11-10,United States of America,,,0.0,0,,
109466,Urban Menace,Horror,1999.0,1999-09-07,United States of America,,,3.5,2,,
44647,Rock Slyde,Comedy,2010.0,2010-05-01,United States of America,,,5.5,7,,
197562,An Enemy of the People,Drama,1990.0,1990-01-19,India,,,8.2,5,,
410988,Stake Land II: The Stakelander,Action,2016.0,2016-10-14,United States of America,,,5.4,36,,
169209,Empire State,Action,2013.0,2013-09-03,United States of America,11000000.0,3639345.0,4.9,229,,
398289,Life on the Line,Action,2015.0,2015-11-05,United States of America,,,5.3,54,,
364781,Master and Tatyana,Documentary,2015.0,2015-10-16,Russia,,,9.0,1,,
81857,Alps,Drama,2011.0,2011-09-01,Greece,,,6.4,43,,
13348,Helvetica,Documentary,2007.0,2007-09-12,United Kingdom,,,7.3,71,,
13930,For the Birds,Animation,2000.0,2000-11-01,United States of America,,,7.5,389,,
10167,Half Past Dead,Crime,2002.0,2002-11-15,Germany,13000000.0,,4.6,82,,
38141,World Gone Wild,Action,1987.0,1987-10-01,United States of America,,,5.6,5,,
12901,No End in Sight,Documentary,2007.0,2007-07-27,United States,2000000.0,1431623.0,7.3,23,Charles Ferguson,
6547,Schtonk!,History,1992.0,1992-03-12,Germany,,,6.7,16,,
45384,Ashura,Fantasy,2005.0,2005-01-01,Japan,,,3.8,4,,
175112,Tinker Bell and the Pirate Fairy,Animation,2014.0,2014-02-13,United States of America,,20300000.0,6.5,286,,
28389,Death Spa,Horror,1988.0,1988-01-01,United States of America,,,4.7,17,,
177552,A Resurrection,Horror,2013.0,2013-03-21,United States of America,,,3.9,14,,
14850,Tripping the Rift: The Movie,Animation,2008.0,2008-03-25,Canada,,,5.1,12,,
80659,Get Well Soon,Comedy,2001.0,2001-12-20,United States of America,,,3.8,6,,
203665,Paris à tout prix,Comedy,2013.0,2013-07-15,France,,,6.3,85,Reem Kherici,Reem Kherici
116494,Clearcut,Drama,1991.0,1991-09-10,Canada,,,8.5,4,,
255528,Blank: A Vinylmation Love Story,Adventure,2014.0,2014-02-14,United States,,,4.0,2,,
47453,Sodoma's Ghost,Foreign,1988.0,1988-01-01,Italy,,,3.6,5,,
30974,High Lane,Action,2009.0,2009-01-01,France,,,5.6,77,,
19052,Light It Up,Drama,1999.0,1999-11-04,United States of America,,,6.6,7,,
89883,Stuck Between Stations,Drama,2011.0,2011-11-04,United States of America,,,6.3,12,,
152938,National Geographic: Hitler's Stealth Fighter,Documentary,2009.0,2009-01-01,United States,,,0.0,0,,
42159,The Idolmaker,Drama,1980.0,1980-11-14,United States of America,,,6.5,5,,
99330,Happy Birthday,Drama,2008.0,2008-12-18,Thailand,,,7.2,3,,
